symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
NCZ,NYSE,XNYS,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,USD,Common Stock,19028938,2025-10-19 04:16:33.845887,1
NDMO,NYSE,XNYS,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,USD,Common Stock,59562212,2025-10-19 04:16:33.827042,1
NE,NYSE,XNYS,Noble Corporation plc A Ordinary Shares,USD,Common Stock,158824801,2025-10-19 04:16:34.042214,1
NEA,NYSE,XNYS,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,USD,Common Stock,298992392,2025-10-19 04:16:33.849380,1
NEE,NYSE,XNYS,"NextEra Energy, Inc. Common Stock",USD,Common Stock,2059292588,2025-10-19 04:16:34.558472,1
NEM,NYSE,XNYS,Newmont Corporation,USD,Common Stock,1098449725,2025-10-19 04:16:34.836794,1
NET,NYSE,XNYS,"Cloudflare, Inc. Class A Common Stock",USD,Common Stock,312872178,2025-10-19 04:16:35.113414,1
NEU,NYSE,XNYS,NewMarket Corp Common Stock,USD,Common Stock,9396621,2025-10-19 04:16:35.115620,1
NEXA,NYSE,XNYS,Nexa Resources S.A. Common Shares,USD,Common Stock,132438611,2025-10-19 04:16:35.116833,1
NFG,NYSE,XNYS,National Fuel Gas Company Common Stock,USD,Common Stock,90363646,2025-10-19 04:16:35.111954,1
NFJ,NYSE,XNYS,"Virtus Dividend, Interest & Premium Strategy Fund Common Shares of Beneficial Interest",USD,Common Stock,94101764,2025-10-19 04:16:35.668284,1
NGG,NYSE,XNYS,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",USD,Common Stock,992289979,2025-10-19 04:16:35.669573,1
NGL,NYSE,XNYS,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,USD,Common Stock,127847423,2025-10-19 04:16:35.846126,1
NGS,NYSE,XNYS,"Natural Gas Services Group, Inc. Common Stock",USD,Common Stock,12542314,2025-10-19 04:16:36.072630,1
NGVC,NYSE,XNYS,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",USD,Common Stock,22954109,2025-10-19 04:16:35.943490,1
NGVT,NYSE,XNYS,Ingevity Corporation Common Stock ,USD,Common Stock,36466285,2025-10-19 04:16:35.953427,1
NHI,NYSE,XNYS,"National Health Investors, Inc. Common Stock",USD,Common Stock,47473160,2025-10-19 04:16:35.950162,1
NI,NYSE,XNYS,NiSource Inc Common Stock,USD,Common Stock,470855009,2025-10-19 04:16:36.228879,1
NIC,NYSE,XNYS,Nicolet Bankshares Inc. Common Stock,USD,Common Stock,14856888,2025-10-19 04:16:36.342172,1
NIE,NYSE,XNYS,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,USD,Common Stock,27708965,2025-10-19 04:16:36.226051,1
NIM,NYSE,XNYS,Nuveen Select Maturities Municipal Fund Common Stock,USD,Common Stock,12446597,2025-10-19 04:16:36.235859,1
NINE,NYSE,XNYS,"Nine Energy Service, Inc. Common Stock",USD,Common Stock,43340550,2025-10-19 04:16:36.495200,1
NIO,NYSE,XNYS,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",USD,Common Stock,2315675188,2025-10-19 04:16:36.506942,1
NIQ,NYSE,XNYS,NIQ Global Intelligence plc Ordinary Shares,USD,Common Stock,295000000,2025-10-19 04:16:36.504933,1
NJR,NYSE,XNYS,NewJersey Resources Corporation Common Stock,USD,Common Stock,100400000,2025-10-19 04:16:36.815874,1
NKE,NYSE,XNYS,"Nike, Inc. Common Stock",USD,Common Stock,1189313611,2025-10-19 04:16:36.767812,1
NKX,NYSE,XNYS,Nuveen California AMT-Free Quality Municipal Income Fund,USD,Common Stock,47770312,2025-10-19 04:16:37.051450,1
NL,NYSE,XNYS,"NL Industries, Inc. Common Stock",USD,Common Stock,48862734,2025-10-19 04:16:37.062314,1
NLOP,NYSE,XNYS,Net Lease Office Properties Common Shares of Beneficial Interest,USD,Common Stock,14814075,2025-10-19 04:16:37.322730,1
NLY,NYSE,XNYS,Annaly Capital Management Inc. Common Stock,USD,Common Stock,642076127,2025-10-19 04:16:37.058873,1
NMAI,NYSE,XNYS,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,USD,Common Stock,33425645,2025-10-19 04:16:37.348724,1
NMAX,NYSE,XNYS,"Newsmax, Inc. Class B Common Stock",USD,Common Stock,89810499,2025-10-19 04:16:37.349800,1
NMCO,NYSE,XNYS,Nuveen Municipal Credit Opportunities Fund Common Shares,USD,Common Stock,54801890,2025-10-19 04:16:37.368271,1
NMG,NYSE,XNYS,Nouveau Monde Graphite Inc. Common Shares,USD,Common Stock,152400705,2025-10-19 04:16:37.609205,1
NMI,NYSE,XNYS,"Nuveen Municipal Income Fund, Inc. Common Stock",USD,Common Stock,10290126,2025-10-19 04:16:37.634347,1
NMM,NYSE,XNYS,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,USD,Common Stock,29093133,2025-10-19 04:16:37.864608,1
NMR,NYSE,XNYS,Nomura Holdings Inc ADR American Depositary Shares,USD,Common Stock,2933475545,2025-10-19 04:16:37.881450,1
NMS,NYSE,XNYS,Nuveen Minnesota Quality Municipal Income Fund ,USD,Common Stock,6059103,2025-10-19 04:16:38.134722,1
NMT,NYSE,XNYS,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,USD,Common Stock,9332055,2025-10-19 04:16:38.088923,1
NMZ,NYSE,XNYS,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",USD,Common Stock,115101107,2025-10-19 04:16:38.180465,1
NNI,NYSE,XNYS,"Nelnet, Inc. Common Stock",USD,Common Stock,25515182,2025-10-19 04:16:38.253054,1
NNN,NYSE,XNYS,"NNN REIT, Inc. Common Stock",USD,Common Stock,188781890,2025-10-19 04:16:38.177915,1
NNY,NYSE,XNYS,Nuveen New York Municipal Value Fund Common Stock,USD,Common Stock,18886052,2025-10-19 04:16:38.356761,1
NOA,NYSE,XNYS,North American Construction Group Ltd. Common Shares (no par),USD,Common Stock,29166959,2025-10-19 04:16:38.491796,1
NOAH,NYSE,XNYS,Noah Holdings Limited American Depositary Shares,USD,Common Stock,66178428,2025-10-19 04:16:38.523906,1
NOC,NYSE,XNYS,Northrop Grumman Corporation Common Stock,USD,Common Stock,143182982,2025-10-19 04:16:38.649330,1
NOG,NYSE,XNYS,"Northern Oil and Gas, Inc. Common Stock",USD,Common Stock,97594682,2025-10-19 04:16:38.495608,1
NOK,NYSE,XNYS,Nokia Corporation Sponsored American Depositary Shares,USD,Common Stock,5379095249,2025-10-19 04:16:38.762235,1
NOM,NYSE,XNYS,Nuveen Missouri Quality Municipal Income Fund ,USD,Common Stock,2350752,2025-10-19 04:16:39.037616,1
NOMD,NYSE,XNYS,Nomad Foods Limited Ordinary Shares,USD,Common Stock,150235502,2025-10-19 04:16:39.054687,1
NOTE,NYSE,XNYS,"FiscalNote Holdings, Inc. Class A common stock",USD,Common Stock,13675799,2025-10-19 04:16:39.052067,1
NOV,NYSE,XNYS,NOV Inc. Common Stock,USD,Common Stock,371364737,2025-10-19 04:16:42.789993,1
NOW,NYSE,XNYS,"ServiceNow, Inc. Common Stock",USD,Common Stock,207519000,2025-10-19 04:16:39.341799,1
NP,NYSE,XNYS,Neptune Insurance Holdings Inc. Class A Common Stock,USD,Common Stock,94600000,2025-10-19 04:16:39.601293,1
NPB,NYSE,XNYS,"Northpointe Bancshares, Inc. Common Stock",USD,Common Stock,34364659,2025-10-19 04:16:39.325548,1
NPCT,NYSE,XNYS,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,USD,Common Stock,28755000,2025-10-19 04:16:39.337530,1
NPFD,NYSE,XNYS,Nuveen Variable Rate Preferred & Income Fund Common Shares,USD,Common Stock,24164141,2025-10-19 04:16:39.949171,1
NPK,NYSE,XNYS,"National Presto Industries, Inc. Common Stock",USD,Common Stock,7149529,2025-10-19 04:16:39.943977,1
NPKI,NYSE,XNYS,NPK International Inc. Common Stock,USD,Common Stock,84432766,2025-10-19 04:16:39.945177,1
NPO,NYSE,XNYS,Enpro Inc. Common Stock,USD,Common Stock,20878334,2025-10-19 04:16:39.946470,1
NPV,NYSE,XNYS,Nuveen Virginia Quality Municipal Income Fund Common Stock,USD,Common Stock,18461554,2025-10-19 04:16:39.942096,1
NPWR,NYSE,XNYS,NET Power Inc. Class A Common Stock,USD,Common Stock,77882957,2025-10-19 04:16:39.607841,1
NQP,NYSE,XNYS,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,USD,Common Stock,37217802,2025-10-19 04:16:40.627637,1
NRDY,NYSE,XNYS,Nerdy Inc. Class A Common Stock,USD,Common Stock,121403407,2025-10-19 04:16:40.630718,1
NREF,NYSE,XNYS,"NexPoint Real Estate Finance, Inc. Common Stock",USD,Common Stock,17721828,2025-10-19 04:16:40.629806,1
NRG,NYSE,XNYS,"NRG Energy, Inc. Common Stock",USD,Common Stock,193430802,2025-10-19 04:16:41.352271,1
NRGV,NYSE,XNYS,"Energy Vault Holdings, Inc. Common Stock",USD,Common Stock,161855407,2025-10-19 04:16:41.351623,1
NRK,NYSE,XNYS,Nuveen New York AMT-Free Quality Municipal Income Fund ,USD,Common Stock,87235304,2025-10-19 04:16:41.520500,1
NRP,NYSE,XNYS,Natural Resource Partners LP Limited Partnership,USD,Common Stock,13138097,2025-10-19 04:16:41.349094,1
NRT,NYSE,XNYS,North European Oil Royality Trust Common Stock,USD,Common Stock,9190590,2025-10-19 04:16:41.628993,1
NSA,NYSE,XNYS,National Storage Affiliates Trust Common Shares of Beneficial Interest,USD,Common Stock,76765051,2025-10-19 04:16:41.849766,1
NSC,NYSE,XNYS,Norfolk Southern Corporation Common Stock,USD,Common Stock,224387672,2025-10-19 04:16:41.970709,1
NSP,NYSE,XNYS,"Insperity, Inc. Common Stock",USD,Common Stock,37673681,2025-10-19 04:16:42.255920,1
NTB,NYSE,XNYS,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,USD,Common Stock,41724081,2025-10-19 04:16:42.254965,1
NTR,NYSE,XNYS,Nutrien Ltd. Common Shares,USD,Common Stock,485884041,2025-10-19 04:16:42.525729,1
NTST,NYSE,XNYS,NetSTREIT Corp. Common Stock,USD,Common Stock,95887898,2025-10-19 04:16:42.549433,1
NTZ,NYSE,XNYS,"Natuzzi, S.p.A.",USD,Common Stock,11014609,2025-10-19 04:16:43.083378,1
NU,NYSE,XNYS,Nu Holdings Ltd. Class A Ordinary Shares,USD,Common Stock,3781753779,2025-10-19 04:16:43.078936,1
NUE,NYSE,XNYS,Nucor Corporation Common Stock,USD,Common Stock,229535447,2025-10-19 04:16:43.076176,1
NUS,NYSE,XNYS,"Nu Skin Enterprises, Inc. Common Stock",USD,Common Stock,49497715,2025-10-19 04:16:43.078658,1
NUV,NYSE,XNYS,"Nuveen Municipal Value Fund, Inc. Common Stock",USD,Common Stock,207541595,2025-10-19 04:16:43.315128,1
NUVB,NYSE,XNYS,Nuvation Bio Inc. Class A Common Stock,USD,Common Stock,341272722,2025-10-19 04:16:43.357834,1
NUW,NYSE,XNYS,Nuveen AMT-Free Municipal Value Fund,USD,Common Stock,17951336,2025-10-19 04:16:43.345675,1
NVG,NYSE,XNYS,Nuveen AMT-Free Municipal Credit Income Fund ,USD,Common Stock,213522362,2025-10-19 04:16:43.361363,1
NVGS,NYSE,XNYS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),USD,Common Stock,67015554,2025-10-19 04:16:43.636312,1
NVO,NYSE,XNYS,Novo Nordisk A/S Common Stock,USD,Common Stock,3368558040,2025-10-19 04:16:43.625479,1
NVR,NYSE,XNYS,"NVR, Inc. Common Stock",USD,Common Stock,2763104,2025-10-19 04:16:43.888119,1
NVRI,NYSE,XNYS,Enviri Corporation Common Stock,USD,Common Stock,80647978,2025-10-19 04:16:43.902733,1
NVS,NYSE,XNYS,Novartis AG Common Stock,USD,Common Stock,1935853188,2025-10-19 04:16:43.902012,1
NVST,NYSE,XNYS,Envista Holdings Corporation Common Stock,USD,Common Stock,166181720,2025-10-19 04:16:43.990691,1
NVT,NYSE,XNYS,nVent Electric plc Ordinary Shares ,USD,Common Stock,160947295,2025-10-19 04:16:43.905055,1
NWG,NYSE,XNYS,"NatWest Group plc American Depositary Shares, (each representing two (2) Ordinary Shares)",USD,Common Stock,4011015718,2025-10-19 04:16:43.911609,1
NWN,NYSE,XNYS,Northwest Natural Holding Company Common Stock,USD,Common Stock,40938429,2025-10-19 04:16:44.188839,1
NX,NYSE,XNYS,Quanex Building Products Corporation Common Stock,USD,Common Stock,45876838,2025-10-19 04:16:44.199560,1
NXC,NYSE,XNYS,Nuveen California Select Tax-Free Income Portfolio Common Stock,USD,Common Stock,6412186,2025-10-19 04:16:44.198266,1
NXDR,NYSE,XNYS,"Nextdoor Holdings, Inc. Class A Common Stock",USD,Common Stock,239445147,2025-10-19 04:16:44.483335,1
NXDT,NYSE,XNYS,NexPoint Diversified Real Estate Trust Common Stock,USD,Common Stock,47348942,2025-10-19 04:16:44.483092,1
NXE,NYSE,XNYS,Nexgen Energy Ltd. Common Shares,USD,Common Stock,654186078,2025-10-19 04:16:44.480021,1
NXG,NYSE,XNYS,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,USD,Common Stock,4244712,2025-10-19 04:16:44.481675,1
NXJ,NYSE,XNYS,Nuveen New Jersey Qualified Municipal Fund ,USD,Common Stock,41232935,2025-10-19 04:16:44.665982,1
NXN,NYSE,XNYS,Nuveen New York Select Tax-Free Income Portfolio Common Stock,USD,Common Stock,3924894,2025-10-19 04:16:50.745467,1
NXP,NYSE,XNYS,Nuveen Select Tax Free Income Portfolio Common Stock,USD,Common Stock,51362301,2025-10-19 04:16:45.170240,1
NXRT,NYSE,XNYS,"NexPoint Residential Trust, Inc. Common Stock",USD,Common Stock,25364470,2025-10-19 04:16:45.318365,1
NYC,NYSE,XNYS,American Strategic Investment Co. Class A Common Stock,USD,Common Stock,2629703,2025-10-19 04:16:45.159900,1
NYT,NYSE,XNYS,New York Times Company (The) Common Stock,USD,Common Stock,162038098,2025-10-19 04:16:45.082046,1
NZF,NYSE,XNYS,Nuveen Municipal Credit Income Fund ,USD,Common Stock,193729050,2025-10-19 04:16:45.319211,1
O,NYSE,XNYS,Realty Income Corporation Common Stock,USD,Common Stock,914306087,2025-10-19 04:16:45.316733,1
OBDC,NYSE,XNYS,Blue Owl Capital Corporation Common Stock,USD,Common Stock,511048237,2025-10-19 04:16:45.726789,1
OBK,NYSE,XNYS,"Origin Bancorp, Inc. Common Stock",USD,Common Stock,31224718,2025-10-19 04:16:45.793478,1
OC,NYSE,XNYS,Owens Corning Inc Common Stock New,USD,Common Stock,83627558,2025-10-19 04:16:45.725271,1
OCFT,NYSE,XNYS,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",USD,Common Stock,38999355,2025-10-19 04:16:46.016671,1
ODC,NYSE,XNYS,Oil-Dri Corporation Of America Common Stock,USD,Common Stock,10373180,2025-10-19 04:16:45.793656,1
ODV,NYSE,XNYS,Osisko Development Corp. Common Shares,USD,Common Stock,238586763,2025-10-19 04:17:54.757018,1
OEC,NYSE,XNYS,Orion S.A. Common Shares,USD,Common Stock,56149706,2025-10-19 04:17:55.062030,1
OFG,NYSE,XNYS,OFG Bancorp Common Stock,USD,Common Stock,44519175,2025-10-19 04:17:54.757510,1
OGE,NYSE,XNYS,OGE Energy Corp Common Stock,USD,Common Stock,201395142,2025-10-19 04:17:54.756098,1
OGN,NYSE,XNYS,Organon & Co. Common Stock ,USD,Common Stock,259965579,2025-10-19 04:17:54.749545,1
OGS,NYSE,XNYS,"ONE Gas, Inc. Common Stock",USD,Common Stock,59998366,2025-10-19 04:17:54.753599,1
OHI,NYSE,XNYS,"Omega Healthcare Investors, Inc. Common Stock",USD,Common Stock,295000000,2025-10-19 04:17:54.955537,1
OI,NYSE,XNYS,"O-I Glass, Inc. Common Stock",USD,Common Stock,154073257,2025-10-19 04:17:54.743179,1
OIA,NYSE,XNYS,Invesco Municipal Income Opportunities Trust Common Stock,USD,Common Stock,47676824,2025-10-19 04:17:54.959868,1
OII,NYSE,XNYS,"Oceaneering International, Inc. Common Stock",USD,Common Stock,100207596,2025-10-19 04:17:54.745362,1
OIS,NYSE,XNYS,"Oil States International, Inc. Common Stock",USD,Common Stock,60592651,2025-10-19 04:17:54.754789,1
OKE,NYSE,XNYS,"ONEOK, Inc. Common Stock",USD,Common Stock,629755979,2025-10-19 04:17:54.751469,1
OKLO,NYSE,XNYS,Oklo Inc. Class A common stock,USD,Common Stock,147609194,2025-10-19 04:17:54.955110,1
OLN,NYSE,XNYS,Olin Corporation Common Stock,USD,Common Stock,114641535,2025-10-19 04:17:54.781298,1
OLP,NYSE,XNYS,"One Liberty Properties, Inc. Common Stock",USD,Common Stock,21600032,2025-10-19 04:17:55.111200,1
OMC,NYSE,XNYS,Omnicom Group Inc. Common Stock,USD,Common Stock,193722889,2025-10-19 04:17:56.288362,1
OMF,NYSE,XNYS,"OneMain Holdings, Inc. Common Stock",USD,Common Stock,118870352,2025-10-19 04:17:56.283135,1
OMI,NYSE,XNYS,"Owens & Minor, Inc. Common Stock",USD,Common Stock,77244161,2025-10-19 04:17:56.273817,1
ONIT,NYSE,XNYS,Onity Group Inc. Common Stock,USD,Common Stock,8055222,2025-10-19 04:17:56.290657,1
ONL,NYSE,XNYS,Orion Properties Inc. Common Stock,USD,Common Stock,56314634,2025-10-19 04:17:56.289348,1
ONON,NYSE,XNYS,On Holding AG Class A Ordinary Shares,USD,Common Stock,293047715,2025-10-19 04:17:55.908744,1
ONTF,NYSE,XNYS,"ON24, Inc. Common Stock",USD,Common Stock,42306290,2025-10-19 04:17:56.266372,1
ONTO,NYSE,XNYS,Onto Innovation Inc. Common Stock,USD,Common Stock,49003572,2025-10-19 04:17:56.480970,1
OOMA,NYSE,XNYS,"Ooma, Inc. Common Stock",USD,Common Stock,27560725,2025-10-19 04:17:56.283315,1
OPAD,NYSE,XNYS,Offerpad Solutions Inc. Class A Common Stock,USD,Common Stock,30583561,2025-10-19 04:17:56.283772,1
OPFI,NYSE,XNYS,OppFi Inc. Class A Common Stock,USD,Common Stock,28357891,2025-10-19 04:17:56.289832,1
OPP,NYSE,XNYS,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. Common Stock",USD,Common Stock,23809606,2025-10-19 04:17:56.280897,1
OPY,NYSE,XNYS,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",USD,Common Stock,10420884,2025-10-19 04:17:57.008205,1
OR,NYSE,XNYS,OR Royalties Inc. Common Shares,USD,Common Stock,188176647,2025-10-19 04:17:57.614909,1
ORA,NYSE,XNYS,"Ormat Technologies, Inc. Common Stock",USD,Common Stock,60464803,2025-10-19 04:17:57.412146,1
ORC,NYSE,XNYS,"Orchid Island Capital, Inc. Common Stock",USD,Common Stock,151712160,2025-10-19 04:17:57.401941,1
ORCL,NYSE,XNYS,Oracle Corporation Common Stock,USD,Common Stock,2850792605,2025-10-19 04:17:57.413519,1
ORI,NYSE,XNYS,Old Republic International Corporation Common Stock,USD,Common Stock,248469738,2025-10-19 04:17:58.041766,1
ORN,NYSE,XNYS,"Orion Group Holdings, Inc. Common",USD,Common Stock,39735245,2025-10-19 04:17:57.413982,1
OSCR,NYSE,XNYS,"Oscar Health, Inc. Class A Common Stock",USD,Common Stock,223044000,2025-10-19 04:17:57.406447,1
OSK,NYSE,XNYS,Oshkosh Corporation (Holding Company)Common Stock,USD,Common Stock,64000313,2025-10-19 04:17:57.415380,1
OTF,NYSE,XNYS,Blue Owl Technology Finance Corp. Common Stock,USD,Common Stock,467141783,2025-10-19 04:17:57.410048,1
OTIS,NYSE,XNYS,Otis Worldwide Corporation Common Stock ,USD,Common Stock,392475229,2025-10-19 04:17:58.046944,1
OUT,NYSE,XNYS,OUTFRONT Media Inc. Common Stock,USD,Common Stock,167224576,2025-10-19 04:17:58.047982,1
OVV,NYSE,XNYS,Ovintiv Inc. (DE),USD,Common Stock,257037322,2025-10-19 04:17:58.484294,1
OWL,NYSE,XNYS,Blue Owl Capital Inc. Class A Common Stock,USD,Common Stock,651092446,2025-10-19 04:17:58.738979,1
OWLT,NYSE,XNYS,"Owlet, Inc. Class A Common Stock",USD,Common Stock,17075586,2025-10-19 04:17:58.496889,1
OXM,NYSE,XNYS,"Oxford Industries, Inc. Common Stock",USD,Common Stock,14867158,2025-10-19 04:17:58.549340,1
OXY,NYSE,XNYS,Occidental Petroleum Corporation Common Stock,USD,Common Stock,984439742,2025-10-19 04:17:59.390525,1
PAAS,NYSE,XNYS,Pan American Silver Corp. Common Stock,USD,Common Stock,421998000,2025-10-19 04:17:58.495290,1
PAC,NYSE,XNYS,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",USD,Common Stock,42948585,2025-10-19 04:17:59.399464,1
PACK,NYSE,XNYS,Ranpak Holdings Corp Class A Common Stock,USD,Common Stock,84365754,2025-10-19 04:17:59.410787,1
PACS,NYSE,XNYS,"PACS Group, Inc. Common Stock",USD,Common Stock,0,2025-10-19 04:17:59.386680,1
PAG,NYSE,XNYS,"Penske Automotive Group, Inc. Common Stock",USD,Common Stock,66044372,2025-10-19 04:17:59.409234,1
PAGS,NYSE,XNYS,PagSeguro Digital Ltd. Class A Common Shares,USD,Common Stock,171412036,2025-10-19 04:18:00.245803,1
PAI,NYSE,XNYS,Western Asset Investment Grade Income Fund Inc.,USD,Common Stock,9510962,2025-10-19 04:18:00.252153,1
PAII,NYSE,XNYS,Pyrophyte Acquisition Corp. II Class A Ordinary Shares,USD,Common Stock,20041150,2025-10-19 04:18:00.251568,1
PAM,NYSE,XNYS,Pampa Energia S.A.,USD,Common Stock,54385658,2025-10-19 04:18:00.614927,1
PAR,NYSE,XNYS,PAR Technology Corporation Common Stock,USD,Common Stock,40581077,2025-10-19 04:18:00.608529,1
PARR,NYSE,XNYS,"Par Pacific Holdings, Inc.  Common Stock",USD,Common Stock,50814687,2025-10-19 04:18:00.906401,1
PATH,NYSE,XNYS,"UiPath, Inc. Class A Common Stock",USD,Common Stock,453568899,2025-10-19 04:18:00.615499,1
PAXS,NYSE,XNYS,PIMCO Access Income Fund Common Shares of Beneficial Interest,USD,Common Stock,45569000,2025-10-19 04:18:00.738705,1
PAY,NYSE,XNYS,"Paymentus Holdings, Inc. Class A Common Stock",USD,Common Stock,45348953,2025-10-19 04:18:00.975732,1
PAYC,NYSE,XNYS,"Paycom Software, Inc. Common Stock",USD,Common Stock,56256594,2025-10-19 04:18:00.991912,1
PB,NYSE,XNYS,"Prosperity Bancshares, Inc. Common Stock",USD,Common Stock,94993082,2025-10-19 04:18:01.097571,1
PBA,NYSE,XNYS,Pembina Pipeline Corp. Ordinary Shares (Canada),USD,Common Stock,580932000,2025-10-19 04:18:01.761482,1
PBF,NYSE,XNYS,PBF Energy Inc. Class A Common Stock,USD,Common Stock,115698631,2025-10-19 04:18:01.349073,1
PBH,NYSE,XNYS,Prestige Consumer Healthcare Inc. Common Stock,USD,Common Stock,49214171,2025-10-19 04:18:01.769599,1
PBI,NYSE,XNYS,Pitney Bowes Inc. Common Stock,USD,Common Stock,172122996,2025-10-19 04:18:01.347256,1
PBR,NYSE,XNYS,Petroleo Brasileiro S.A. Petrobras ADS,USD,Common Stock,3721115691,2025-10-19 04:18:02.124529,1
PBT,NYSE,XNYS,Permian Basin Royalty Trust Common Stock,USD,Common Stock,46608796,2025-10-19 04:18:02.131807,1
PCF,NYSE,XNYS,High Income Securities Fund Common Stock,USD,Common Stock,18716450,2025-10-19 04:18:02.283389,1
PCG,NYSE,XNYS,Pacific Gas & Electric Co. Common Stock,USD,Common Stock,2197837402,2025-10-19 04:18:02.142771,1
PCM,NYSE,XNYS,"PCM Fund, Inc. Common Stock",USD,Common Stock,12236000,2025-10-19 04:18:02.280620,1
PCN,NYSE,XNYS,Pimco Corporate & Income Strategy Fund Common Stock,USD,Common Stock,67052000,2025-10-19 04:18:02.502668,1
